From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
CAB11921.2	P40735	reviewed	ECFA1_BACSU	Energy-coupling factor transporter ATP-binding protein EcfA1 (ECF transporter A component EcfA) (EC 7.-.-.-)	ecfA cbiO1 ybaD ybxA BSU01450	Bacillus subtilis (strain 168)	281
CAB11922.1	P70970	reviewed	ECFA2_BACSU	Energy-coupling factor transporter ATP-binding protein EcfA2 (ECF transporter A component EcfA2) (EC 7.-.-.-) (ECF transporter A component EcfA')	ecfAB cbiO2 ecfA' ybaE BSU01460	Bacillus subtilis (strain 168)	276
CAB11923.2	P70972	reviewed	ECFT_BACSU	Energy-coupling factor transporter transmembrane protein EcfT (ECF transporter T component EcfT)	ecfT ybaF BSU01470	Bacillus subtilis (strain 168)	265
CAB11924.2	P70973	reviewed	TRUA_BACSU	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	truA ybaH BSU01480	Bacillus subtilis (strain 168)	247
CAB11925.2	P70974	reviewed	RL13_BACSU	Large ribosomal subunit protein uL13 (50S ribosomal protein L13)	rplM BSU01490	Bacillus subtilis (strain 168)	145
CAB11926.1	P21470	reviewed	RS9_BACSU	Small ribosomal subunit protein uS9 (30S ribosomal protein S9) (BS10)	rpsI BSU01500	Bacillus subtilis (strain 168)	130
CAB11927.2	P70976	reviewed	YBAJ_BACSU	Uncharacterized methyltransferase YbaJ	ybaJ BSU01510	Bacillus subtilis (strain 168)	255
CAB11928.1	P50862	reviewed	YBAK_BACSU	Uncharacterized protein YbaK	ybaK ybxH BSU01520	Bacillus subtilis (strain 168)	147
CAB11929.1	P50864	reviewed	CWLD_BACSU	Germination-specific N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)	cwlD BSU01530	Bacillus subtilis (strain 168)	237
CAB11930.1	P50863	reviewed	APBC_BACSU	Iron-sulfur cluster carrier protein	salA mrp rec233 ybaL ybxI BSU01540	Bacillus subtilis (strain 168)	352
CAB11931.1	P16450	reviewed	GERD_BACSU	Spore germination protein GerD	gerD BSU01550	Bacillus subtilis (strain 168)	185
CAB11932.1	P16449	reviewed	KBAA_BACSU	KinB-signaling pathway activation protein	kbaA ybaM ybxC BSU01560	Bacillus subtilis (strain 168)	198
CAB11933.1	P50865	reviewed	PDAB_BACSU	Probable polysaccharide deacetylase PdaB (EC 3.-.-.-)	pdaB ybaN ybxG BSU01570	Bacillus subtilis (strain 168)	254
CAB11934.1	P55189	reviewed	YBAR_BACSU	Putative sulfate transporter YbaR	ybaR BSU01580	Bacillus subtilis (strain 168)	478
CAB11935.2	P55190	reviewed	YBAS_BACSU	Uncharacterized protein YbaS	ybaS BSU01590	Bacillus subtilis (strain 168)	306
CAB11936.2	P55192	reviewed	YBBA_BACSU	Uncharacterized protein YbbA	ybbA BSU01600	Bacillus subtilis (strain 168)	250
CAB11937.2	P40411	reviewed	FEUC_BACSU	Iron-uptake system permease protein FeuC	feuC BSU01610	Bacillus subtilis (strain 168)	336
CAB11938.1	P40410	reviewed	FEUB_BACSU	Iron-uptake system permease protein FeuB	feuB BSU01620	Bacillus subtilis (strain 168)	334
CAB11939.1	P40409	reviewed	FEUA_BACSU	Iron-uptake system-binding protein	feuA BSU01630	Bacillus subtilis (strain 168)	317
CAB11940.1	P40408	reviewed	BTR_BACSU	HTH-type transcriptional activator Btr (Bacillibactin transport regulator)	btr ybbB yzbC BSU01640	Bacillus subtilis (strain 168)	529
CAB11941.1	P40407	reviewed	NAMZ_BACSU	Peptidoglycan beta-N-acetylmuramidase NamZ (EC 3.2.1.92) (Exo-beta-N-acetylmuramidase NamZ) (ORF2)	namZ ybbC yzbB BSU01650	Bacillus subtilis (strain 168)	414
CAB11942.1	P40406	reviewed	NAGZ_BACSU	Beta-hexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase) (N-acetylglucosaminidase) (ORF1)	nagZ ybbD yzbA BSU01660	Bacillus subtilis (strain 168)	642
CAB11943.2	O05213	reviewed	AMIE_BACSU	N-acetylmuramyl-L-alanine amidase (EC 3.5.1.28)	amiE ybbE BSU01670	Bacillus subtilis (strain 168)	441
CAB11944.3	Q797S1	reviewed	PTXBC_BACSU	Putative PTS system EIIBC component YbbF [Includes: Phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system EIIB component); Permease IIC component (PTS system EIIC component)]	ybbF BSU01680	Bacillus subtilis (strain 168)	455
CAB11945.1	Q45581	reviewed	YBBH_BACSU	Uncharacterized HTH-type transcriptional regulator YbbH	ybbH BSU01690	Bacillus subtilis (strain 168)	283
CAB11946.1	Q45582	reviewed	MURQ_BACSU	N-acetylmuramic acid 6-phosphate etherase (MurNAc-6-P etherase) (EC 4.2.1.126) (N-acetylmuramic acid 6-phosphate hydrolase) (N-acetylmuramic acid 6-phosphate lyase)	murQ ybbI BSU01700	Bacillus subtilis (strain 168)	304
CAB11947.2	Q45583	reviewed	YBBJ_BACSU	Uncharacterized N-acetyltransferase YbbJ (EC 2.3.1.-)	ybbJ BSU01710	Bacillus subtilis (strain 168)	160
CAB11948.2	Q45584	reviewed	YBBK_BACSU	Uncharacterized protein YbbK	ybbK BSU01720	Bacillus subtilis (strain 168)	151
CAB11949.1	Q45585	reviewed	SIGW_BACSU	ECF RNA polymerase sigma factor SigW (ECF sigma factor SigW) (Alternative RNA polymerase sigma factor SigW) (RNA polymerase sigma-W factor) (Sigma-W factor)	sigW ybbL BSU01730	Bacillus subtilis (strain 168)	187
CAB11950.1	Q45588	reviewed	RSIW_BACSU	Anti-sigma-W factor RsiW (Regulator of SigW) (Sigma-W anti-sigma factor RsiW)	rsiW ybbM BSU01740	Bacillus subtilis (strain 168)	208
CAB11951.2	Q45589	reviewed	CDAA_BACSU	Cyclic di-AMP synthase CdaA (c-di-AMP synthase) (EC 2.7.7.85) (Diadenylate cyclase) (DAC)	cdaA ybbP BSU01750	Bacillus subtilis (strain 168)	273
CAB11952.2	O34659	reviewed	CDAR_BACSU	CdaA regulatory protein CdaR (YbbR-like domain-containing protein YbbR) (c-di-AMP synthase A regulator)	cdaR ybbR BSU01760	Bacillus subtilis (strain 168)	483
CAB11953.1	O34824	reviewed	GLMM_BACSU	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM ybbT BSU01770	Bacillus subtilis (strain 168)	448
CAB11954.1	P0CI73	reviewed	GLMS_BACSU	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS gcaA ybxD BSU01780	Bacillus subtilis (strain 168)	600
SOX90537.1	A0A2K4Z9G0	unreviewed	A0A2K4Z9G0_BACSU	Uncharacterized protein	ybbU BSU_01790 HIR78_01145	Bacillus subtilis (strain 168)	46
CAB11956.1	P37878	reviewed	3MGA_BACSU	DNA-3-methyladenine glycosylase (EC 3.2.2.21) (3-methyladenine-DNA glycosidase)	alkA BSU01800	Bacillus subtilis (strain 168)	303
CAB11957.1	P19219	reviewed	ADAA_BACSU	Bifunctional transcriptional activator/DNA repair enzyme AdaA (Methylphosphotriester-DNA methyltransferase) (Methylphosphotriester-DNA--protein-cysteine S-methyltransferase) (EC 2.1.1.n11)	adaA BSU01810	Bacillus subtilis (strain 168)	211
CAB11958.1	P19220	reviewed	ADAB_BACSU	Methylated-DNA--protein-cysteine methyltransferase, inducible (EC 2.1.1.63) (O-6-methylguanine-DNA alkyltransferase) (O6-methylguanine-DNA methyltransferase) (MGMT)	adaB BSU01820	Bacillus subtilis (strain 168)	179
CAB11959.1	P39755	reviewed	DABB_BACSU	Probable inorganic carbon transporter subunit DabB	dabB ndhF ybxE BSU01830	Bacillus subtilis (strain 168)	505
CAB11960.2	O34688	reviewed	DABA_BACSU	Probable inorganic carbon transporter subunit DabA	dabA ybcC BSU01845 BSU01840	Bacillus subtilis (strain 168)	871
CAB11962.1	O34823	reviewed	YBCF_BACSU	Putative carbonic anhydrase-like protein YbcF	ybcF BSU01860	Bacillus subtilis (strain 168)	175
CAB11963.1	O34795	reviewed	YBCH_BACSU	Uncharacterized protein YbcH	ybcH BSU01870	Bacillus subtilis (strain 168)	96
CAB11964.1	O34380	reviewed	YBCI_BACSU	Uncharacterized protein YbcI	ybcI BSU01880	Bacillus subtilis (strain 168)	124
CAX52540.1	C0H3S9	reviewed	YBZH_BACSU	Uncharacterized HTH-type transcriptional regulator YbzH	ybzH BSU01889	Bacillus subtilis (strain 168)	100
CAB11965.1	O34663	reviewed	YBCL_BACSU	Uncharacterized MFS-type transporter YbcL	ybcL BSU01890	Bacillus subtilis (strain 168)	390
CAB11983.1	O31421	reviewed	YBCM_BACSU	Uncharacterized protein YbcM	ybcM BSU01900	Bacillus subtilis (strain 168)	104
CAB11984.1	O31422	reviewed	SKFA_BACSU	Sporulation killing factor (SKF) (Sporulation-killing factor SkfA)	skfA ybcO BSU01910	Bacillus subtilis (strain 168)	55
CAB11985.2	O31423	reviewed	SKFB_BACSU	Sporulation killing factor maturation protein SkfB (EC 1.21.98.-)	skfB ybcP ybcQ BSU01920	Bacillus subtilis (strain 168)	410
CAX52541.1	O31425	reviewed	SKFC_BACSU	Sporulation-killing factor biosynthesis protein SkfC	skfC skfD ybcS ybcT BSU01935 BSU01930 BSU01940	Bacillus subtilis (strain 168)	496
CAB11989.1	O31427	reviewed	SKFE_BACSU	SkfA peptide export ATP-binding protein SkfE (EC 7.3.2.3)	skfE ybdA BSU01950	Bacillus subtilis (strain 168)	239
CAB11990.2	O31428	reviewed	SKFF_BACSU	Putative bacteriocin-SkfA transport system permease protein SkfF	skfF ybdB BSU01960	Bacillus subtilis (strain 168)	447
CAB11991.2	O31429	reviewed	SKFG_BACSU	Uncharacterized protein SkfG	skfG ybdD BSU01970	Bacillus subtilis (strain 168)	171
CAB11992.2	O31430	reviewed	SKFH_BACSU	Thioredoxin-like protein SkfH	skfH ybdE BSU01980	Bacillus subtilis (strain 168)	141
CAB11993.2	O31431	reviewed	YBDG_BACSU	Uncharacterized protein YbdG	ybdG ybdH BSU01990	Bacillus subtilis (strain 168)	325
CAB11994.1	O31432	reviewed	YBDJ_BACSU	Uncharacterized transcriptional regulatory protein YbdJ	ybdJ BSU02000	Bacillus subtilis (strain 168)	223
CAB11995.1	O31433	reviewed	YBDK_BACSU	Sensor histidine kinase YbdK (EC 2.7.13.3)	ybdK BSU02010	Bacillus subtilis (strain 168)	320
CAX52542.1	C0H3T1	reviewed	YBZI_BACSU	Uncharacterized protein YbzI	ybzI BSU02019	Bacillus subtilis (strain 168)	87
CAB11997.1	O31435	reviewed	YBDM_BACSU	Probable serine/threonine-protein kinase YbdM (EC 2.7.11.1)	ybdM BSU02030	Bacillus subtilis (strain 168)	256
CAB11998.1	O31436	reviewed	YBDN_BACSU	Uncharacterized protein YbdN	ybdN BSU02040	Bacillus subtilis (strain 168)	285
CAB11999.1	O31437	reviewed	YBDO_BACSU	Uncharacterized protein YbdO	ybdO BSU02050	Bacillus subtilis (strain 168)	394
CAB12000.1	P54425	reviewed	YBXG_BACSU	Probable threonine/serine transporter YbxG	ybxG ybdP BSU02060	Bacillus subtilis (strain 168)	462
CAB12001.1	P54379	reviewed	CSGA_BACSU	Sigma-G-dependent sporulation-specific SASP protein	csgA BSU02070	Bacillus subtilis (strain 168)	82
CAB12002.1	P54426	reviewed	YBXH_BACSU	Uncharacterized protein YbxH (ORF3)	ybxH BSU02080	Bacillus subtilis (strain 168)	63
CAB12003.1	P54427	reviewed	YBXI_BACSU	Probable beta-lactamase YbxI (EC 3.5.2.6)	ybxI ybdS BSU02090	Bacillus subtilis (strain 168)	267
CAB12004.1	O31440	reviewed	CYPC_BACSU	Fatty-acid peroxygenase (EC 1.11.2.4) (Cytochrome P450 152A1) (Cytochrome P450BsBeta) (Fatty acid beta-hydroxylase)	cypC CYP152A1 BSU02100	Bacillus subtilis (strain 168)	417
CAB12005.1	O31441	reviewed	YBYB_BACSU	Uncharacterized protein YbyB	ybyB BSU02110	Bacillus subtilis (strain 168)	86
CAB12006.2	Q45577	reviewed	AIMA_BACSU	Glutamate/serine transporter AimA (Amino acid importer A)	aimA ybeC BSU02120	Bacillus subtilis (strain 168)	539
CAB12007.1	P37965	reviewed	GLPQ_BACSU	Glycerophosphodiester phosphodiesterase (Glycerophosphoryl diester phosphodiesterase) (EC 3.1.4.46) (Teichoicase)	glpQ ybeD BSU02130	Bacillus subtilis (strain 168)	293
CAB12008.1	P37948	reviewed	GLPT_BACSU	Glycerol-3-phosphate transporter (G-3-P transporter) (G-3-P permease)	glpT ybeE BSU02140	Bacillus subtilis (strain 168)	444
CAB12009.1	O31442	reviewed	YBEF_BACSU	Uncharacterized protein YbeF	ybeF BSU02150	Bacillus subtilis (strain 168)	82
CAB12010.1	O31443	reviewed	YBFA_BACSU	Putative HTH-type DNA-binding domain-containing acetyltransferase YbfA (EC 2.3.1.-)	ybfA BSU02160	Bacillus subtilis (strain 168)	305
CAB12011.1	O31444	reviewed	YBFB_BACSU	Uncharacterized MFS-type transporter YbfB	ybfB BSU02170	Bacillus subtilis (strain 168)	416
CAB12013.1	O31446	reviewed	YBFF_BACSU	Uncharacterized protein YbfF	ybfF BSU02190	Bacillus subtilis (strain 168)	303
CAB12014.1	O31447	reviewed	YBFG_BACSU	Uncharacterized protein YbfG	ybfG BSU02200	Bacillus subtilis (strain 168)	732
CAB12015.1	O31448	reviewed	YBFH_BACSU	Uncharacterized transporter YbhF	ybfH BSU02210	Bacillus subtilis (strain 168)	306
CAB12016.1	O31449	reviewed	YBFI_BACSU	Uncharacterized HTH-type transcriptional regulator YbfI	ybfI BSU02220	Bacillus subtilis (strain 168)	275
CAB12017.1	P39771	reviewed	PURT_BACSU	Formate-dependent phosphoribosylglycinamide formyltransferase (EC 6.3.1.21) (5'-phosphoribosylglycinamide transformylase 2) (Formate-dependent GAR transformylase) (GAR transformylase 2) (GART 2) (Non-folate glycinamide ribonucleotide transformylase) (Phosphoribosylglycinamide formyltransferase 2)	purT BSU02230	Bacillus subtilis (strain 168)	384
CAB12018.1	P39790	reviewed	MPR_BACSU	Extracellular metalloprotease (EC 3.4.21.-)	mpr BSU02240	Bacillus subtilis (strain 168)	313
CAB12019.1	O31451	reviewed	YBFJ_BACSU	Uncharacterized protein YbfJ	ybfJ BSU02250	Bacillus subtilis (strain 168)	132
CAB12020.1	O31452	reviewed	YBFK_BACSU	Carboxylesterase YbfK (EC 3.1.1.1)	ybfK BSU02260	Bacillus subtilis (strain 168)	296
CAB12021.1	P39823	reviewed	PSS_BACSU	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase)	pssA pss BSU02270	Bacillus subtilis (strain 168)	177
CAB12022.1	O31453	reviewed	YBFM_BACSU	Uncharacterized membrane protein YbfM	ybfM BSU02280	Bacillus subtilis (strain 168)	162
CAB12023.1	P39822	reviewed	PSD_BACSU	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain]	psd BSU02290	Bacillus subtilis (strain 168)	263
CAB12024.1	O31454	reviewed	YBFN_BACSU	Uncharacterized protein YbfN	ybfN BSU02300	Bacillus subtilis (strain 168)	92
CAB12025.1	O31455	reviewed	YBFO_BACSU	Putative hydrolase YbfO (EC 3.-.-.-)	ybfO BSU02310	Bacillus subtilis (strain 168)	446
CAB12026.1	O31456	reviewed	YBFP_BACSU	Uncharacterized HTH-type transcriptional regulator YbfP	ybfP BSU02320	Bacillus subtilis (strain 168)	295
CAB12027.1	O31457	reviewed	TRHO_BACSU	tRNA uridine(34) hydroxylase (EC 1.14.-.-) (tRNA hydroxylation protein O)	trhO ybfQ BSU02330	Bacillus subtilis (strain 168)	322
CAB12028.1	P39817	reviewed	GLTP_BACSU	Proton/glutamate-aspartate symporter (Proton/glutamate symport protein)	gltP BSU02340	Bacillus subtilis (strain 168)	414
CAB12029.1	P39816	reviewed	PTW3C_BACSU	PTS system glucosamine-specific EIICBA component [Includes: Glucosamine permease IIC component (PTS system glucosamine-specific EIIC component); Glucosamine-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system glucosamine-specific EIIB component); Glucosamine-specific phosphotransferase enzyme IIA component (PTS system glucosamine-specific EIIA component)]	gamP ybfS yzfA BSU02350	Bacillus subtilis (strain 168)	631
CAB12030.1	O31458	reviewed	GAMA_BACSU	Glucosamine-6-phosphate deaminase 2 (EC 3.5.99.6) (GlcN6P deaminase 2) (GNPDA 2) (Glucosamine-6-phosphate isomerase 2)	gamA ybfT BSU02360	Bacillus subtilis (strain 168)	249
CAB12031.1	O31459	reviewed	GAMR_BACSU	HTH-type transcriptional repressor GamR	gamR ybgA BSU02370	Bacillus subtilis (strain 168)	235
CAB12032.1	O31460	reviewed	YBGB_BACSU	Uncharacterized membrane protein YbgB	ybgB BSU02380	Bacillus subtilis (strain 168)	91
CAB12033.1	O31461	reviewed	ILVE1_BACSU	Branched-chain-amino-acid transaminase 1 (BCAT 1) (EC 2.6.1.42)	ilvE ybgE BSU02390	Bacillus subtilis (strain 168)	356
CAB12034.1	O31462	reviewed	YBGF_BACSU	Uncharacterized amino acid permease YbgF	ybgF BSU02400	Bacillus subtilis (strain 168)	470
CAB12035.1	O31463	reviewed	HMT_BACSU	Homocysteine S-methyltransferase YbgG (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase)	ybgG BSU02410	Bacillus subtilis (strain 168)	315
CAB12036.2	O31464	reviewed	GLNT_BACSU	Probable sodium/glutamine symporter GlnT	glnT ybgH BSU02420	Bacillus subtilis (strain 168)	478
CAB12037.1	O31465	reviewed	GLSA1_BACSU	Glutaminase 1 (EC 3.5.1.2)	glsA1 glsA ybgJ BSU02430	Bacillus subtilis (strain 168)	327
CAB12038.2	P40758	reviewed	GLNK_BACSU	Sensor histidine kinase GlnK (EC 2.7.13.3)	glnK nrgB ycbA yzgA BSU02440	Bacillus subtilis (strain 168)	410
CAB12039.1	P40759	reviewed	GLNL_BACSU	Transcriptional regulatory protein GlnL	glnL ycbB yzgB BSU02450	Bacillus subtilis (strain 168)	314
CAB12040.2	P42235	reviewed	KDGD_BACSU	Probable 5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41) (5-keto-4-deoxy-glucarate dehydratase) (KDGDH)	ycbC BSU02460	Bacillus subtilis (strain 168)	308
CAB12041.1	P42236	reviewed	KGSDH_BACSU	Alpha-ketoglutaric semialdehyde dehydrogenase (alphaKGSA dehydrogenase) (EC 1.2.1.26) (2,5-dioxovalerate dehydrogenase)	gucD ycbD BSU02470	Bacillus subtilis (strain 168)	488
CAB12042.2	P42237	reviewed	GUDP_BACSU	Probable galactarate/D-glucarate transporter GudP	gudP ycbE BSU02480	Bacillus subtilis (strain 168)	455
CAB12043.2	P42238	reviewed	GUDD_BACSU	Probable glucarate dehydratase (GDH) (GlucD) (EC 4.2.1.40)	gudD ycbF BSU02490	Bacillus subtilis (strain 168)	455
CAB12044.2	P42239	reviewed	YCBG_BACSU	Uncharacterized HTH-type transcriptional regulator YcbG	ycbG BSU02500	Bacillus subtilis (strain 168)	233
CAB12045.2	P42240	reviewed	GARD_BACSU	Probable galactarate dehydratase (L-threo-forming) (GalcD) (EC 4.2.1.42)	garD ycbH BSU02510	Bacillus subtilis (strain 168)	510
CAB12046.1	P42242	reviewed	YCBJ_BACSU	Uncharacterized protein YcbJ	ycbJ BSU02520	Bacillus subtilis (strain 168)	306
CAB12047.1	O31466	reviewed	RTPA_BACSU	Tryptophan RNA-binding attenuator protein inhibitory protein (Anti-TRAP protein) (AT)	rtpA yczA BSU02530	Bacillus subtilis (strain 168)	53
CAB12048.1	P42243	reviewed	YCBK_BACSU	Uncharacterized transporter YcbK	ycbK BSU02540	Bacillus subtilis (strain 168)	312
CAB12049.2	P42244	reviewed	YCBL_BACSU	Uncharacterized transcriptional regulatory protein YcbL	ycbL BSU02550	Bacillus subtilis (strain 168)	226
CAB12050.2	P42245	reviewed	YCBM_BACSU	Sensor histidine kinase YcbM (EC 2.7.13.3)	ycbM BSU02560	Bacillus subtilis (strain 168)	311
CAB12051.2	P42246	reviewed	YCBN_BACSU	Uncharacterized ABC transporter ATP-binding protein YcbN	ycbN BSU02570	Bacillus subtilis (strain 168)	307
CAB12052.3	P42247	reviewed	YCBO_BACSU	Uncharacterized protein YcbO	ycbO BSU02580	Bacillus subtilis (strain 168)	228
SOX90539.1	A0A2K4Z9H7	unreviewed	A0A2K4Z9H7_BACSU	Uncharacterized protein	BSU_02585 HIR78_01540	Bacillus subtilis (strain 168)	44
CAB12053.1	P42248	reviewed	YCBP_BACSU	Uncharacterized protein YcbP (ORF15)	ycbP BSU02590	Bacillus subtilis (strain 168)	128
CAB12054.2	P42249	reviewed	CWLJ_BACSU	Cell wall hydrolase CwlJ	cwlJ ycbQ BSU02600	Bacillus subtilis (strain 168)	142
CAB12055.2	P42250	reviewed	YCBR_BACSU	Uncharacterized protein YcbR (ORF17)	ycbR BSU02610	Bacillus subtilis (strain 168)	243
CAX52543.1	C0H3T2	reviewed	YCZK_BACSU	Uncharacterized protein YczK	yczK BSU02619	Bacillus subtilis (strain 168)	58
CAB12056.2	P42251	reviewed	PPBD_BACSU	Alkaline phosphatase D (APaseD) (EC 3.1.3.1)	phoD ycbS BSU02620	Bacillus subtilis (strain 168)	583
CAB12057.2	O31467	reviewed	TATAD_BACSU	Sec-independent protein translocase protein TatAd	tatAd yczB BSU02630	Bacillus subtilis (strain 168)	70
CAB12058.2	P42252	reviewed	TATCD_BACSU	Sec-independent protein translocase protein TatCd	tatC1 tatCd ycbT BSU02640	Bacillus subtilis (strain 168)	242
CAB12059.1	P28618	reviewed	PCP_BACSU	Pyrrolidone-carboxylate peptidase (EC 3.4.19.3) (5-oxoprolyl-peptidase) (Pyroglutamyl-peptidase I) (PGP-I) (Pyrase)	pcp BSU02650	Bacillus subtilis (strain 168)	215
CAB12060.2	P42253	reviewed	YCBU_BACSU	Uncharacterized aminotransferase YcbU (EC 2.6.1.-)	ycbU BSU02660	Bacillus subtilis (strain 168)	370
CAB12061.1	O35018	reviewed	LMRB_BACSU	Lincomycin resistance protein LmrB	lmrB yccA BSU02670	Bacillus subtilis (strain 168)	479
CAB12062.1	O34619	reviewed	LMRA_BACSU	HTH-type transcriptional regulator LmrA	lmrA yccB BSU02680	Bacillus subtilis (strain 168)	188
CAB12063.1	O34482	reviewed	ASPG2_BACSU	L-asparaginase 2 (L-ASNase 2) (EC 3.5.1.1) (L-asparagine amidohydrolase 2)	ansZ yccC BSU02690	Bacillus subtilis (strain 168)	375
CAB12064.1	P37957	reviewed	ESTA_BACSU	Lipase EstA (Lipase A) (EC 3.1.1.3) (Triacylglycerol lipase)	estA lip lipA BSU02700	Bacillus subtilis (strain 168)	212
CAB12065.1	O31469	reviewed	YCZC_BACSU	Uncharacterized protein YczC	yczC BSU02710	Bacillus subtilis (strain 168)	127
CAB12066.1	O34478	reviewed	YCCF_BACSU	Uncharacterized protein YccF	yccF BSU02720	Bacillus subtilis (strain 168)	358
CAB12067.1	P70954	reviewed	NATK_BACSU	Sensor histidine kinase NatK (EC 2.7.13.3)	natK yccG BSU02730	Bacillus subtilis (strain 168)	318
CAB12068.1	P70955	reviewed	NATR_BACSU	Transcriptional regulatory protein NatR	natR yccH BSU02740	Bacillus subtilis (strain 168)	233
CAB12069.1	P46903	reviewed	NATA_BACSU	ABC transporter ATP-binding protein NatA (ABC-type Na(+) transporter) (EC 7.2.2.4)	natA BSU02750	Bacillus subtilis (strain 168)	246
CAB12070.1	P46904	reviewed	NATB_BACSU	ABC transporter permease protein NatB (ABC-type Na(+) transporter) (EC 7.2.2.4)	natB BSU02760	Bacillus subtilis (strain 168)	386
CAB12071.1	P46905	reviewed	YCCK_BACSU	Uncharacterized oxidoreductase YccK (EC 1.-.-.-)	yccK yzaE BSU02770	Bacillus subtilis (strain 168)	310
CAB12072.1	O34538	reviewed	YCDA_BACSU	Uncharacterized lipoprotein YcdA	ycdA BSU02780	Bacillus subtilis (strain 168)	354
SOX90540.1	A0A2K4Z9F5	unreviewed	A0A2K4Z9F5_BACSU	Uncharacterized protein	BSU_02785 HIR78_01650	Bacillus subtilis (strain 168)	43
CAB12073.1	O34621	reviewed	YCDB_BACSU	Uncharacterized protein YcdB	ycdB BSU02790	Bacillus subtilis (strain 168)	472
