,gene_id,gene_name,gene_ontology
663,BSU_29020,gapB,NAD binding
664,BSU_29020,gapB,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
665,BSU_29020,gapB,glucose metabolic process
666,BSU_29080,mutM,base-excision repair
667,BSU_29080,mutM,DNA-(apurinic or apyrimidinic site) endonuclease activity
668,BSU_29080,mutM,"base-excision repair, AP site formation"
669,BSU_29080,mutM,"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity"
670,BSU_29080,mutM,DNA N-glycosylase activity
671,BSU_17290,ebrB,transmembrane transporter activity
672,BSU_17290,ebrB,transmembrane transport
673,BSU_17290,ebrB,integral component of plasma membrane
674,BSU_12460,xlyB,N-acetylmuramoyl-L-alanine amidase activity
675,BSU_12460,xlyB,peptidoglycan turnover
676,BSU_12460,xlyB,peptidoglycan catabolic process
681,BSU_17080,pksA,transcription regulatory region sequence-specific DNA binding
682,BSU_17080,pksA,DNA-binding transcription factor activity
683,BSU_17080,pksA,"regulation of transcription, DNA-templated"
684,BSU_19060,yobR,N-terminal peptidyl-alanine acetylation
685,BSU_19060,yobR,"transferase activity, transferring acyl groups other than amino-acyl groups"
686,BSU_19060,yobR,ribosomal-protein-alanine N-acetyltransferase activity
693,BSU_02840,ycdG,alpha-amylase activity
694,BSU_02840,ycdG,oligosaccharide catabolic process
695,BSU_19020,yobN,cellular amino acid catabolic process
696,BSU_19020,yobN,oxidoreductase activity
697,BSU_19020,yobN,L-amino-acid oxidase activity
698,BSU_19020,yobN,polyamine oxidase activity
702,BSU_12380,uxaB,tagaturonate reductase activity
703,BSU_12380,uxaB,D-galacturonate catabolic process
704,BSU_12380,uxaB,mannitol catabolic process
705,BSU_12380,uxaB,mannitol-1-phosphate 5-dehydrogenase activity
706,BSU_12380,uxaB,cytosol
708,BSU_29450,argG,argininosuccinate synthase activity
709,BSU_29450,argG,cytoplasm
710,BSU_29450,argG,arginine biosynthetic process
711,BSU_29450,argG,urea cycle
712,BSU_29450,argG,argininosuccinate metabolic process
713,BSU_12340,uxuA,ferrous iron binding
714,BSU_12340,uxuA,D-glucuronate catabolic process
715,BSU_12340,uxuA,manganese ion binding
716,BSU_12340,uxuA,mannonate dehydratase activity
717,BSU_30760,mntB,ATP-binding cassette (ABC) transporter complex
718,BSU_30760,mntB,ATPase-coupled transmembrane transporter activity
723,BSU_08090,acoL,dihydrolipoyl dehydrogenase activity
724,BSU_08090,acoL,flavin adenine dinucleotide binding
725,BSU_12890,ykcC,plasma membrane
726,BSU_19730,yodS,CoA-transferase activity
727,BSU_29360,tcyL,plasma membrane
728,BSU_29360,tcyL,amino acid transport
729,BSU_07840,yfkN,nucleotide catabolic process
730,BSU_07840,yfkN,outer membrane-bounded periplasmic space
731,BSU_29420,ytkK,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
732,BSU_29420,ytkK,fatty acid elongation
737,BSU_33150,yvqK,"cob(I)yrinic acid a,c-diamide adenosyltransferase activity"
740,BSU_12350,uxuB,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
745,BSU_16080,ylqH,plasma membrane
747,BSU_29440,argH,cytosol
748,BSU_29440,argH,argininosuccinate lyase activity
749,BSU_29440,argH,arginine biosynthetic process via ornithine
750,BSU_06590,yerD,oxidoreductase activity
752,BSU_07920,chaA,calcium ion transmembrane transport
753,BSU_07920,chaA,calcium:proton antiporter activity
754,BSU_07920,chaA,cellular calcium ion homeostasis
758,BSU_30260,msmR,transcription regulatory region sequence-specific DNA binding
759,BSU_30260,msmR,"regulation of transcription, DNA-templated"
760,BSU_30260,msmR,DNA-binding transcription factor activity
763,BSU_17100,pksC,[acyl-carrier-protein] S-malonyltransferase activity
764,BSU_17100,pksC,fatty acid biosynthetic process
765,BSU_17100,pksC,cytosol
766,BSU_01770,glmM,phosphoglucosamine mutase activity
767,BSU_01770,glmM,cytosol
768,BSU_01770,glmM,UDP-N-acetylglucosamine biosynthetic process
769,BSU_01770,glmM,peptidoglycan biosynthetic process
770,BSU_01770,glmM,phosphomannomutase activity
774,BSU_18560,yoaD,phosphoglycerate dehydrogenase activity
775,BSU_18560,yoaD,L-serine biosynthetic process
776,BSU_35260,ftsE,transmembrane transporter activity
777,BSU_35260,ftsE,plasma membrane
778,BSU_35260,ftsE,transmembrane transport
779,BSU_12300,uxaC,D-galacturonate catabolic process
780,BSU_12300,uxaC,D-glucuronate catabolic process
781,BSU_06600,pcrB,glycerophospholipid biosynthetic process
782,BSU_06600,pcrB,polyprenyltransferase activity
783,BSU_06240,bdhA,"(R,R)-butanediol dehydrogenase activity"
784,BSU_17120,pksE,cytosol
785,BSU_17120,pksE,fatty acid biosynthetic process
786,BSU_17120,pksE,[acyl-carrier-protein] S-malonyltransferase activity
787,BSU_15760,prpC,magnesium-dependent protein serine/threonine phosphatase activity
788,BSU_15760,prpC,protein dephosphorylation
789,BSU_13150,ohrR,"regulation of transcription, DNA-templated"
790,BSU_13150,ohrR,response to stress
791,BSU_13150,ohrR,transcription regulatory region sequence-specific DNA binding
792,BSU_13390,ykoT,plasma membrane
793,BSU_19220,recQ,bacterial nucleoid
794,BSU_19220,recQ,chromosome
795,BSU_19220,recQ,DNA recombination
796,BSU_19220,recQ,replisome
797,BSU_19220,recQ,four-way junction helicase activity
798,BSU_19220,recQ,cytoplasm
799,BSU_19220,recQ,DNA duplex unwinding
800,BSU_19220,recQ,3'-5' DNA helicase activity
801,BSU_19220,recQ,DNA repair
802,BSU_34870,hisF,imidazoleglycerol-phosphate synthase activity
805,BSU_02960,yceJ,membrane
806,BSU_35110,yvlC,plasma membrane
807,BSU_07750,yflA,plasma membrane
808,BSU_30510,ytpA,membrane
809,BSU_30510,ytpA,lipase activity
810,BSU_12420,yjoB,ATPase activity
811,BSU_18760,yoaU,sequence-specific DNA binding
812,BSU_18760,yoaU,positive regulation of gene expression
813,BSU_30380,bceA,plasma membrane
814,BSU_30380,bceA,transmembrane transport
815,BSU_30380,bceA,transmembrane transporter activity
816,BSU_15080,rpmF,structural constituent of ribosome
819,BSU_34900,hisB,histidine biosynthetic process
820,BSU_34900,hisB,imidazoleglycerol-phosphate dehydratase activity
821,BSU_30050,murJ,plasma membrane
822,BSU_19590,ctpA,outer membrane-bounded periplasmic space
823,BSU_19590,ctpA,endopeptidase activity
824,BSU_19590,ctpA,signal transduction
825,BSU_15110,panE,NADP binding
826,BSU_15110,panE,cytoplasm
827,BSU_15110,panE,2-dehydropantoate 2-reductase activity
828,BSU_01760,cdaR,positive regulation of adenylate cyclase activity
829,BSU_34910,hisD,histidine biosynthetic process
830,BSU_34910,hisD,histidinol dehydrogenase activity
831,BSU_34910,hisD,cytoplasm
832,BSU_34910,hisD,cytosol
833,BSU_30620,ytlD,transport
834,BSU_30620,ytlD,plasma membrane
835,BSU_30620,ytlD,transmembrane transporter activity
836,BSU_18850,yobD,"regulation of transcription, DNA-templated"
837,BSU_18850,yobD,DNA-binding transcription factor activity
838,BSU_35200,yvkB,DNA-binding transcription factor activity
839,BSU_35200,yvkB,transcription regulatory region sequence-specific DNA binding
840,BSU_35200,yvkB,"regulation of transcription, DNA-templated"
843,BSU_13260,ykoH,plasma membrane
844,BSU_13260,ykoH,phosphorelay signal transduction system
845,BSU_15850,sdaAB,L-serine ammonia-lyase activity
846,BSU_35120,yvlB,plasma membrane
847,BSU_30530,ytnA,integral component of membrane
848,BSU_30530,ytnA,amino acid transmembrane transporter activity
849,BSU_30530,ytnA,amino acid transmembrane transport
850,BSU_15750,rlmN,tRNA methylation
851,BSU_15750,rlmN,rRNA base methylation
852,BSU_02870,znuB,response to zinc ion
853,BSU_02870,znuB,plasma membrane
854,BSU_15860,sdaAA,L-serine ammonia-lyase activity
855,BSU_27460,glnP,amino acid transport
856,BSU_27460,glnP,plasma membrane
859,BSU_07860,yfkL,membrane
864,BSU_15600,cysC,adenylylsulfate kinase activity
865,BSU_15600,cysC,sulfate assimilation
866,BSU_12880,ykcB,"transferase activity, transferring pentosyl groups"
867,BSU_12880,ykcB,plasma membrane
868,BSU_29960,ytlP,cytosol
869,BSU_29960,ytlP,protein kinase A regulatory subunit binding
870,BSU_29960,ytlP,regulation of protein kinase A signaling
871,BSU_18530,yoaA,cytoplasm
872,BSU_18530,yoaA,ribosomal-protein-alanine N-acetyltransferase activity
873,BSU_34890,hisH,imidazoleglycerol-phosphate synthase activity
880,BSU_27440,glnH,outer membrane-bounded periplasmic space
881,BSU_15790,rpe,ribulose-phosphate 3-epimerase activity
882,BSU_15790,rpe,metal ion binding
883,BSU_15790,rpe,"pentose-phosphate shunt, non-oxidative branch"
884,BSU_15790,rpe,pentose catabolic process
885,BSU_15790,rpe,cellular carbohydrate metabolic process
886,BSU_15790,rpe,cytosol
889,BSU_29600,braB,leucine transport
890,BSU_29600,braB,plasma membrane
891,BSU_29600,braB,L-valine transmembrane transporter activity
892,BSU_29600,braB,L-leucine transmembrane transporter activity
893,BSU_29600,braB,isoleucine transport
894,BSU_29600,braB,L-isoleucine transmembrane transporter activity
895,BSU_29600,braB,valine transport
896,BSU_07590,citT,phosphorelay response regulator activity
897,BSU_29190,pfkA,fructose 6-phosphate metabolic process
898,BSU_29190,pfkA,canonical glycolysis
899,BSU_29190,pfkA,monosaccharide binding
900,BSU_29190,pfkA,fructose-6-phosphate binding
901,BSU_29190,pfkA,ATP binding
902,BSU_29190,pfkA,"fructose 1,6-bisphosphate metabolic process"
903,BSU_29190,pfkA,6-phosphofructokinase activity
904,BSU_29190,pfkA,AMP binding
905,BSU_29190,pfkA,6-phosphofructokinase complex
906,BSU_29190,pfkA,identical protein binding
907,BSU_27520,cymR,"regulation of transcription, DNA-templated"
908,BSU_27520,cymR,DNA-binding transcription factor activity
909,BSU_27520,cymR,cytosol
910,BSU_27410,alaS,alanyl-tRNA aminoacylation
911,BSU_27410,alaS,ATP binding
912,BSU_27410,alaS,aminoacyl-tRNA editing activity
913,BSU_27410,alaS,cytosol
914,BSU_27410,alaS,alanine-tRNA ligase activity
915,BSU_27410,alaS,tRNA modification
916,BSU_27410,alaS,amino acid binding
917,BSU_29900,trmB,tRNA methyltransferase complex
918,BSU_29900,trmB,RNA (guanine-N7)-methylation
919,BSU_29900,trmB,tRNA methylation
920,BSU_29900,trmB,tRNA (guanine-N7-)-methyltransferase activity
921,BSU_29090,polA,DNA-directed DNA polymerase activity
922,BSU_29090,polA,DNA-dependent DNA replication
923,BSU_29090,polA,DNA repair
924,BSU_29090,polA,5'-3' exonuclease activity
925,BSU_29090,polA,cytoplasm
926,BSU_33210,yvrG,protein autophosphorylation
927,BSU_33210,yvrG,integral component of plasma membrane
928,BSU_33210,yvrG,histidine phosphotransfer kinase activity
929,BSU_33210,yvrG,phosphorelay sensor kinase activity
930,BSU_06370,pbuG,plasma membrane
931,BSU_06370,pbuG,purine nucleobase transmembrane transporter activity
933,BSU_33270,yvrO,transmembrane transport
934,BSU_33270,yvrO,plasma membrane
935,BSU_33270,yvrO,transmembrane transporter activity
936,BSU_29990,pbuO,purine nucleobase transmembrane transporter activity
937,BSU_29990,pbuO,plasma membrane
938,BSU_07990,yfjR,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
939,BSU_19600,yodH,methyltransferase activity
940,BSU_13340,ykoM,response to stress
941,BSU_13340,ykoM,transcription regulatory region sequence-specific DNA binding
942,BSU_13340,ykoM,"regulation of transcription, DNA-templated"
943,BSU_02860,znuC,ATP-binding cassette (ABC) transporter complex
944,BSU_02860,znuC,ATPase-coupled transmembrane transporter activity
945,BSU_15870,recG,DNA repair
946,BSU_15870,recG,DNA helicase activity
947,BSU_33200,yvrE,calcium ion binding
948,BSU_33200,yvrE,gluconolactonase activity
949,BSU_33200,yvrE,L-ascorbic acid biosynthetic process
950,BSU_07910,yfkF,plasma membrane
951,BSU_35060,cypX,steroid hydroxylase activity
952,BSU_35060,cypX,cholest-4-en-3-one 26-monooxygenase activity
953,BSU_35060,cypX,cholesterol catabolic process
961,BSU_06560,yerA,adenine deaminase activity
962,BSU_13430,ykoX,plasma membrane
963,BSU_13250,ykoG,transcription regulatory region sequence-specific DNA binding
964,BSU_13250,ykoG,phosphorelay response regulator activity
965,BSU_13250,ykoG,DNA-binding transcription activator activity
966,BSU_13250,ykoG,protein-DNA complex
967,BSU_13250,ykoG,cytosol
971,BSU_15700,coaBC,phosphopantothenoylcysteine decarboxylase activity
972,BSU_15700,coaBC,FMN binding
973,BSU_15700,coaBC,coenzyme A biosynthetic process
974,BSU_15700,coaBC,phosphopantothenoylcysteine decarboxylase complex
975,BSU_07640,acyP,acylphosphatase activity
976,BSU_30750,mntC,response to zinc ion
977,BSU_30750,mntC,plasma membrane
978,BSU_19330,sodF,manganese ion binding
979,BSU_19330,sodF,superoxide dismutase activity
980,BSU_27500,mnmA,tRNA wobble position uridine thiolation
981,BSU_02670,lmrB,membrane
982,BSU_07880,yfkJ,protein tyrosine phosphatase activity
983,BSU_34880,hisA,cytoplasm
984,BSU_34880,hisA,tryptophan biosynthetic process
985,BSU_34880,hisA,histidine biosynthetic process
986,BSU_34880,hisA,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
987,BSU_30410,ytrF,transmembrane transporter activity
988,BSU_30410,ytrF,plasma membrane
989,BSU_35240,ctpB,signal transduction
990,BSU_35240,ctpB,outer membrane-bounded periplasmic space
991,BSU_35240,ctpB,endopeptidase activity
999,BSU_12330,yjmD,formaldehyde catabolic process
1000,BSU_12330,yjmD,"alcohol dehydrogenase activity, zinc-dependent"
1001,BSU_12330,yjmD,zinc ion binding
1002,BSU_12330,yjmD,cytosol
1003,BSU_12330,yjmD,S-(hydroxymethyl)glutathione dehydrogenase activity
1006,BSU_16520,frr,translation
1007,BSU_16520,frr,cytoplasm
1008,BSU_16520,frr,ribosomal large subunit binding
1009,BSU_16520,frr,cytoplasmic translational termination
1010,BSU_30910,cotSA,"transferase activity, transferring glycosyl groups"
1011,BSU_16500,tsf,translational elongation
1012,BSU_16500,tsf,translation elongation factor activity
1013,BSU_15920,acpA,cytosol
1014,BSU_15920,acpA,acyl binding
1015,BSU_15920,acpA,lipid A biosynthetic process
1016,BSU_15920,acpA,acyl carrier activity
1017,BSU_29180,pyk,cytoplasm
1018,BSU_29180,pyk,cytosol
1019,BSU_29180,pyk,glycolytic process
1020,BSU_29180,pyk,pyruvate kinase activity
1021,BSU_10020,serC,O-phospho-L-serine:2-oxoglutarate aminotransferase activity
1022,BSU_10020,serC,pyridoxal phosphate binding
1023,BSU_10020,serC,cytoplasm
1024,BSU_10020,serC,L-serine biosynthetic process
1025,BSU_31350,pgi,monosaccharide binding
1026,BSU_31350,pgi,glycolytic process
1027,BSU_31350,pgi,cytosol
1028,BSU_31350,pgi,glucose 6-phosphate metabolic process
1029,BSU_31350,pgi,gluconeogenesis
1030,BSU_31350,pgi,glucose-6-phosphate isomerase activity
1031,BSU_34540,clpP,ATPase binding
1032,BSU_34540,clpP,endopeptidase Clp complex
1033,BSU_34540,clpP,serine-type endopeptidase activity
1034,BSU_34540,clpP,ATP-dependent peptidase activity
1035,BSU_34540,clpP,protein quality control for misfolded or incompletely synthesized proteins
1036,BSU_27320,greA,"DNA-templated transcription, elongation"
1037,BSU_30200,bioB,"2 iron, 2 sulfur cluster binding"
1038,BSU_30200,bioB,biotin synthase activity
1039,BSU_30200,bioB,biotin biosynthetic process
1042,BSU_27980,spoIVFA,metalloendopeptidase activity
1043,BSU_27960,rplU,structural constituent of ribosome
1044,BSU_12960,dppE,peptide transmembrane transporter activity
1045,BSU_12960,dppE,outer membrane-bounded periplasmic space
1046,BSU_12960,dppE,peptide transport
1047,BSU_12950,dppD,plasma membrane
1048,BSU_12950,dppD,transmembrane transport
1049,BSU_12950,dppD,transmembrane transporter activity
1050,BSU_08820,katA,response to hydrogen peroxide
1051,BSU_08820,katA,heme binding
1052,BSU_08820,katA,catalase activity
1053,BSU_08820,katA,cytoplasm
1054,BSU_08820,katA,hydrogen peroxide catabolic process
1055,BSU_23570,ansB,aspartate metabolic process
1056,BSU_23570,ansB,cytosol
1057,BSU_23570,ansB,aspartate ammonia-lyase activity
1058,BSU_22650,trpF,phosphoribosylanthranilate isomerase activity
1059,BSU_22650,trpF,tryptophan biosynthetic process
1060,BSU_13890,ptsG,protein-phosphocysteine-sugar phosphotransferase activity
1061,BSU_13890,ptsG,integral component of plasma membrane
1062,BSU_13890,ptsG,phosphoenolpyruvate-dependent sugar phosphotransferase system
1063,BSU_22610,tyrA,tyrosine biosynthetic process
1064,BSU_22610,tyrA,NAD+ binding
1065,BSU_22610,tyrA,prephenate dehydrogenase (NAD+) activity
1066,BSU_22600,aroA,chorismate biosynthetic process
1067,BSU_22600,aroA,3-phosphoshikimate 1-carboxyvinyltransferase activity
1068,BSU_18460,gltC,"regulation of transcription, DNA-templated"
1069,BSU_18460,gltC,protein-DNA complex
1070,BSU_18460,gltC,bacterial-type cis-regulatory region sequence-specific DNA binding
1071,BSU_18460,gltC,DNA-binding transcription factor activity
1072,BSU_01390,infA,cytosol
1073,BSU_01390,infA,ribosome binding
1076,BSU_36290,ywpJ,magnesium ion binding
1077,BSU_36290,ywpJ,phosphatase activity
1078,BSU_36290,ywpJ,cytosol
1079,BSU_01430,rpoA,cytoplasm
1080,BSU_36440,ywoH,"negative regulation of transcription, DNA-templated"
1081,BSU_36440,ywoH,transcription regulatory region sequence-specific DNA binding
1082,BSU_36450,ywoG,transmembrane transporter activity
1083,BSU_36450,ywoG,integral component of plasma membrane
1084,BSU_36450,ywoG,transmembrane transport
1085,BSU_36470,pucI,plasma membrane
1086,BSU_36470,pucI,nucleobase transmembrane transporter activity
1087,BSU_36470,pucI,nucleobase transport
1088,BSU_28280,leuA,cytosol
1089,BSU_28280,leuA,leucine biosynthetic process
1090,BSU_28280,leuA,2-isopropylmalate synthase activity
1092,BSU_28520,etfA,flavin adenine dinucleotide binding
1093,BSU_28520,etfA,fatty acid beta-oxidation using acyl-CoA dehydrogenase
1094,BSU_28520,etfA,electron transfer activity
1095,BSU_28530,etfB,electron transfer activity
1096,BSU_28550,fadR,DNA-binding transcription factor activity
1097,BSU_28550,fadR,"regulation of transcription, DNA-templated"
1098,BSU_28550,fadR,transcription regulatory region sequence-specific DNA binding
1099,BSU_28580,mutSB,mismatch repair complex
1100,BSU_28580,mutSB,DNA-dependent ATPase activity
1101,BSU_28580,mutSB,mismatched DNA binding
1102,BSU_28590,polX,DNA-directed DNA polymerase activity
1103,BSU_28610,zapA,cell septum
1104,BSU_28610,zapA,cytosol
1105,BSU_28610,zapA,cell division site
1106,BSU_28610,zapA,division septum assembly
1107,BSU_28610,zapA,septin ring assembly
