locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
BSU_01900,ybcM,AL009126.3,BSU01900,213155,213469,+,putative enzyme,Cell wall/membrane/envelope biogenesis,O31421,Op5
BSU_01910,skfA,AL009126.3,BSU01910,213941,214108,+,sporulation killing factor A,No COG annotation,O31422,Op52
BSU_01920,skfB,AL009126.3,BSU01920,214175,215407,+,synthesis of sporulation killing factor A,"Translation, ribosomal structure and biogenesis",O31423,Op52
BSU_01935,skfC,AL009126.3,BSU01935,215404,216894,+,sporulation killing factor biosynthesis and export,Defense mechanisms,O31425,Op52
BSU_01950,skfE,AL009126.3,BSU01950,216913,217632,+,sporulation killing factor biosynthesis and export%3B ABC transporter (binding protein),Defense mechanisms,O31427,Op52
BSU_01960,skfF,AL009126.3,BSU01960,217697,219040,+,sporulation killing factor biosynthesis and export%3B ABC transporter (permease),Function unknown,O31428,Op52
BSU_01970,skfG,AL009126.3,BSU01970,219087,219602,+,sporulation killing factor biosynthesis and export,Energy production and conversion,O31429,Op52
BSU_01980,skfH,AL009126.3,BSU01980,219607,220032,+,sibling killing effect%3B sporulation killing factor biosynthesis and export,Energy production and conversion,O31430,Op52
BSU_01990,ybdG,AL009126.3,BSU01990,220279,221256,+,putative hydrolase/transferase,Function unknown,O31431,Op5
BSU_02000,ybdJ,AL009126.3,BSU02000,221258,221929,+,two-component system response regulator [YbdK],Signal transduction mechanisms,O31432,Op5
BSU_02010,ybdK,AL009126.3,BSU02010,221950,222912,+,two-component system sensor histidine kinase [YbdJ],Signal transduction mechanisms,O31433,Op53
BSU_02019,ybzI,AL009126.3,BSU02019,222971,223234,+,conserved protein of unknown function,No COG annotation,C0H3T1,Op5
BSU_02030,ybdM,AL009126.3,BSU02030,223219,223989,-,putative protein kinase,Transcription,O31435,Op54
BSU_02040,ybdN,AL009126.3,BSU02040,224075,224932,-,putative phage protein%3B prophage region 1,No COG annotation,O31436,Op5
BSU_02050,ybdO,AL009126.3,BSU02050,225064,226248,+,putative phage protein%3B prophage region 1,Function unknown,O31437,Op55
BSU_02060,ybxG,AL009126.3,BSU02060,226566,227954,+,putative amino acid permease,Amino acid transport and metabolism,P54425,Op56
BSU_02070,csgA,AL009126.3,BSU02070,228066,228314,+,sporulation-specific SASP protein,Function unknown,P54379,Op57
BSU_02080,ybxH,AL009126.3,BSU02080,228331,228522,+,conserved protein of unknown function,Function unknown,P54426,Op57
BSU_02090,ybxI,AL009126.3,BSU02090,228549,229352,-,exported beta-lactamase,Defense mechanisms,P54427,Op58
BSU_02100,cypC,AL009126.3,BSU02100,229525,230778,+,fatty acid beta-hydroxylating cytochrome P450,"Secondary metabolites biosynthesis, transport, and catabolism",O31440,Op59
BSU_02110,ybyB,AL009126.3,BSU02110,230819,231079,-,conserved protein of unknown function,No COG annotation,O31441,Op60
BSU_02120,ybeC,AL009126.3,BSU02120,231348,232967,+,putative H+/amino acid transporter,Amino acid transport and metabolism,Q45577,Op61
BSU_02130,glpQA,AL009126.3,BSU02130,233014,233895,-,secreted glycerophosphoryl diester phosphodiesterase,Energy production and conversion,P37965,Op62
BSU_02140,glpT,AL009126.3,BSU02140,233994,235328,-,sn-glycerol-3-phosphate permease,Carbohydrate transport and metabolism,P37948,Op62
BSU_02150,ybeF,AL009126.3,BSU02150,235625,235873,+,conserved protein of unknown function,Function unknown,O31442,Op5
BSU_02160,ybfA,AL009126.3,BSU02160,235965,236882,+,putative transcriptional regulator with acetyltransferase domain,Transcription,O31443,Op5
BSU_02170,ybfB,AL009126.3,BSU02170,236879,238129,+,putative carboxylate transporter,Carbohydrate transport and metabolism,O31444,Op5
BSU_02180,ybfEc,AL009126.3,,238164,238448,-,conserved protein of unknown function (C-terminal end),No COG annotation,,Op5
BSU_02181,ybfEn,AL009126.3,,238354,238476,-,conserved protein of unknown function YbfE (N-terminal fragment),No COG annotation,,Op63
BSU_02190,ybfF,AL009126.3,BSU02190,238644,239555,-,conserved protein of unknown function,No COG annotation,O31446,Op5
BSU_02200,ybfG,AL009126.3,BSU02200,239644,241842,-,putative pepdidoglycan binding protein,Cell wall/membrane/envelope biogenesis,O31447,Op5
BSU_02210,ybfH,AL009126.3,BSU02210,241917,242837,-,putative permease,Amino acid transport and metabolism,O31448,Op5
BSU_02220,ybfI,AL009126.3,BSU02220,242834,243661,-,putative transcriptional regulator (AraC/XylS family%2C cupin family),Transcription,O31449,Op5
BSU_02230,purT,AL009126.3,BSU02230,243892,245046,+,phosphoribosylglycinamide formyltransferase 2,Nucleotide transport and metabolism,P39771,Op64
BSU_02240,mpr,AL009126.3,BSU02240,245190,246131,+,extracellular glutamyl-endopeptidase,Cell wall/membrane/envelope biogenesis,P39790,Op65
BSU_02250,ybfJ,AL009126.3,BSU02250,246094,246492,+,putative lipoprotein,No COG annotation,O31451,Op5
BSU_02260,cesB,AL009126.3,BSU02260,246658,247548,+,enantioselective carboxylesterase,Function unknown,O31452,Op5
BSU_02270,pssA,AL009126.3,BSU02270,247744,248277,+,phosphatidylserine synthase,Lipid transport and metabolism,P39823,Op66
BSU_02280,ybfM,AL009126.3,BSU02280,248268,248756,+,putative membrane phosphatase,Function unknown,O31453,Op66
BSU_02290,psd,AL009126.3,BSU02290,248749,249540,+,phosphatidylserine decarboxylase%3B 32 kDa precursor processed into a 29 kDa protein,Lipid transport and metabolism,P39822,Op66
BSU_02300,ybfN,AL009126.3,BSU02300,249595,249873,+,conserved protein of unknown function,No COG annotation,O31454,Op5
BSU_02310,ybfO,AL009126.3,BSU02310,249979,251319,+,putative exported hydrolase,Function unknown,O31455,Op67
BSU_02320,ybfP,AL009126.3,BSU02320,251427,252314,+,putative transcriptional regulator (AraC/XylS family),Transcription,O31456,Op5
BSU_02330,ybfQ,AL009126.3,BSU02330,252514,253482,+,putative enzyme with rhodanese domain,Function unknown,O31457,Op5
BSU_02340,gltP,AL009126.3,BSU02340,253518,254762,-,proton/glutamate symport protein,Energy production and conversion,P39817,Op5
BSU_02350,gamP,AL009126.3,BSU02350,254907,256802,-,phosphotransferase system (PTS) glucosamine-specific enzyme IICBA component,Carbohydrate transport and metabolism,P39816,Op68
BSU_02360,gamA,AL009126.3,BSU02360,256823,257572,-,glucosamine-6-phosphate deaminase,Carbohydrate transport and metabolism,O31458,Op68
BSU_02370,gamR,AL009126.3,BSU02370,257791,258498,+,transcriptional regulator-GlcN6P (GntR family),Transcription,O31459,Op69
BSU_02380,ybgB,AL009126.3,BSU02380,258532,258807,+,conserved protein of unknown function (B. subtilis-specific),No COG annotation,O31460,Op69
BSU_02390,ilvE,AL009126.3,BSU02390,259016,260086,+,isoleucine-valine aminotransferase / aromatic amino acid aminotransferase,Amino acid transport and metabolism,O31461,Op70
BSU_02400,ybgF,AL009126.3,BSU02400,260123,261535,-,putative aminoacid permease,Amino acid transport and metabolism,O31462,Op5
BSU_02410,ybgG,AL009126.3,BSU02410,261656,262603,-,homocysteine methylase using (R%2CS)AdoMet,Coenzyme transport and metabolism,O31463,Op71
BSU_02420,glnT,AL009126.3,BSU02420,262732,264168,-,glutamine transporter,Amino acid transport and metabolism,O31464,Op72
BSU_02430,glsA,AL009126.3,BSU02430,264191,265174,-,glutaminase,Amino acid transport and metabolism,O31465,Op72
BSU_02440,glnJ,AL009126.3,BSU02440,265476,266708,+,two-component sensor histidine kinase [GlnL] for glutamine degradation,Signal transduction mechanisms,P40758,Op5
BSU_02450,glnL,AL009126.3,BSU02450,266719,267663,+,two-component response regulator [GlnJ] for glutamine utilisation,Signal transduction mechanisms,P40759,Op5
BSU_02460,kdgD,AL009126.3,BSU02460,267890,268816,+,5-dehydro-4-deoxyglucarate dehydratase,Amino acid transport and metabolism,P42235,Op73
BSU_02470,gucD,AL009126.3,BSU02470,268846,270312,+,2%2C5-dioxovalerate dehydrogenase (alpha-ketoglutaric semialdehyde dehydrogenase),Energy production and conversion,P42236,Op73
BSU_02480,gudP,AL009126.3,BSU02480,270396,271763,+,glucarate transporter,Carbohydrate transport and metabolism,P42237,Op73
BSU_02490,gudD,AL009126.3,BSU02490,271800,273167,+,glucarate dehydratase,Cell wall/membrane/envelope biogenesis,P42238,Op73
BSU_02500,garR,AL009126.3,BSU02500,273237,273938,+,transcriptional regulator (GntR family),Transcription,P42239,Op73
BSU_02510,garD,AL009126.3,BSU02510,274029,275561,+,D-galactarate dehydratase,Carbohydrate transport and metabolism,P42240,Op73
BSU_02520,ycbJ,AL009126.3,BSU02520,275838,276758,+,putative phosphotransferase,Function unknown,P42242,Op73
BSU_02530,rtpA,AL009126.3,BSU02530,277160,277321,+,anti-TRAP regulator,Transcription,O31466,Op74
BSU_02540,ycbK,AL009126.3,BSU02540,277342,278280,+,putative tryptophan or indole exporter,Amino acid transport and metabolism,P42243,Op74
BSU_02550,ycbL,AL009126.3,BSU02550,278377,279057,+,two-component response regulator [YcbM],Signal transduction mechanisms,P42244,Op75
BSU_02560,ycbM,AL009126.3,BSU02560,279059,279994,+,two-component sensor histidine kinase [YcbL],Signal transduction mechanisms,P42245,Op75
BSU_02570,ycbN,AL009126.3,BSU02570,280086,281009,+,putative ABC efflux transporter (ATP-binding protein),Defense mechanisms,P42246,Op5
BSU_02580,ycbO,AL009126.3,BSU02580,281028,281714,+,putative Na+-driven exporter,Function unknown,P42247,Op5
BSU_02585,BSU_02585,AL009126.3,BSU02585,281675,281809,-,hypothetical protein,No COG annotation,A0A2K4Z9H7,Op76
BSU_02590,ycbP,AL009126.3,BSU02590,281769,282155,-,putative inner integral membrane protein,Function unknown,P42248,Op77
BSU_02600,cwlJ,AL009126.3,BSU02600,282469,282897,+,spore cortex cell wall hydrolase,Cell wall/membrane/envelope biogenesis,P42249,Op78
BSU_02610,ycbR,AL009126.3,BSU02610,283003,283734,+,conserved protein of unknown function,Signal transduction mechanisms,P42250,Op79
BSU_02619,yczK,AL009126.3,BSU02619,283816,283992,+,conserved protein of unknown function,No COG annotation,C0H3T2,Op5
BSU_02620,phoD,AL009126.3,BSU02620,284011,285762,+,secreted phosphodiesterase (endo-hydrolysis at non-specific sites throughout the cell wall teichoic acid polymer),Inorganic ion transport and metabolism,P42251,Op80
BSU_02630,tatAD,AL009126.3,BSU02630,285775,285987,+,component of the twin-arginine pre-protein translocation pathway,"Intracellular trafficking, secretion, and vesicular transport",O31467,Op5
BSU_02640,tatCD,AL009126.3,BSU02640,286048,286776,+,component of the twin-arginine pre-protein translocation pathway,"Intracellular trafficking, secretion, and vesicular transport",P42252,Op5
BSU_02650,pcp,AL009126.3,BSU02650,286773,287420,-,pyrrolidone-carboxylate (pyroglutamate) peptidase,"Post-translational modification, protein turnover, and chaperones",P28618,Op81
BSU_02660,ycbU,AL009126.3,BSU02660,287499,288611,+,putative lyase (PLP-dependent),Amino acid transport and metabolism,P42253,Op82
BSU_02670,lmrB,AL009126.3,BSU02670,288653,290092,-,flavonoid efflux transporter%3B drug-export protein,Amino acid transport and metabolism,O35018,Op83
BSU_02680,lmrA,AL009126.3,BSU02680,290132,290698,-,transcriptional repressor of lmrAB and yxaGH operons (flavonoid and antibiotic resistance),Transcription,O34619,Op83
BSU_02690,ansZ,AL009126.3,BSU02690,290915,292042,+,L-asparaginase 2 (putative lipoprotein),Amino acid transport and metabolism,O34482,Op84
BSU_02700,estA,AL009126.3,BSU02700,292205,292843,+,secreted alkaliphilic lipase,Function unknown,P37957,Op85
BSU_02710,yczC,AL009126.3,BSU02710,292881,293264,-,putative integral membrane protein of unknown function,Function unknown,O31469,Op86
BSU_02720,yccF,AL009126.3,BSU02720,293499,294575,+,conserved protein of unknown function,Transcription,O34478,Op87
BSU_02730,natK,AL009126.3,BSU02730,294615,295571,-,two-component sensor histidine kinase [NatR],Signal transduction mechanisms,P70954,Op88
BSU_02740,natR,AL009126.3,BSU02740,295584,296285,-,two-component response regulator [NatK],Signal transduction mechanisms,P70955,Op89
BSU_02750,natA,AL009126.3,BSU02750,296429,297169,+,Na+ ABC efflux transporter (ATP-binding protein),Energy production and conversion,P46903,Op90
BSU_02760,natB,AL009126.3,BSU02760,297170,298330,+,Na+ ABC efflux transporter (permease),Energy production and conversion,P46904,Op90
BSU_02770,yccK,AL009126.3,BSU02770,298466,299398,+,putative ion channel associated aldo-keto reductase,Energy production and conversion,P46905,Op91
BSU_02780,ycdA,AL009126.3,BSU02780,299438,300502,-,lipoprotein involved in swarming behaviour,Function unknown,O34538,Op92
BSU_02785,BSU_02785,AL009126.3,BSU02785,300525,300656,-,hypothetical protein,No COG annotation,A0A2K4Z9F5,Op93
BSU_02790,ycdB,AL009126.3,BSU02790,300830,302248,+,conserved protein of unknown function,Transcription,O34621,Op94
BSU_02800,ycdC,AL009126.3,BSU02800,302435,303796,+,conserved protein of unknown function,Transcription,O34772,Op5
BSU_02810,cwlK,AL009126.3,BSU02810,303804,304307,-,murein L%2CD:-endopeptidase,Cell wall/membrane/envelope biogenesis,O34360,Op95
BSU_02820,rapJ,AL009126.3,BSU02820,304430,305551,+,response regulator aspartate phosphatase,Function unknown,O34327,Op96
BSU_02830,ycdF,AL009126.3,BSU02830,305658,306434,+,putative oxidoreductase,Lipid transport and metabolism,P80869,Op97
BSU_02840,ycdG,AL009126.3,BSU02840,306459,308144,+,putative oligo-carbohydrate hydrolase,Carbohydrate transport and metabolism,O34364,Op97
BSU_02850,znuA,AL009126.3,BSU02850,308332,309291,+,Zn(II)-binding lipoprotein,Inorganic ion transport and metabolism,O34966,Op98
BSU_02860,znuC,AL009126.3,BSU02860,309347,310042,+,Zn(II) transporter (ATP-binding protein),Inorganic ion transport and metabolism,O34946,Op98
BSU_02870,znuB,AL009126.3,BSU02870,310000,310842,+,high affinity Zn(II) ABC transporter (permease),Inorganic ion transport and metabolism,O34610,Op98
BSU_02880,yceB,AL009126.3,BSU02880,310880,311875,-,putative luciferase-like monooxygenase,Energy production and conversion,O34504,Op99
BSU_02890,yceC,AL009126.3,BSU02890,312159,312758,+,putative stress adaptation protein (tellurite resistance),Signal transduction mechanisms,P81100,Op100
BSU_02900,yceD,AL009126.3,BSU02900,312780,313361,+,putative stress adaptation protein (tellurite resistance),Signal transduction mechanisms,P80875,Op100
BSU_02910,yceE,AL009126.3,BSU02910,313396,313974,+,putative stress adaptation protein (tellurite resistance),Signal transduction mechanisms,O34384,Op100
BSU_02920,yceF,AL009126.3,BSU02920,314025,314798,+,putative stress adaptation transporter (tellurite resistance),Inorganic ion transport and metabolism,O34447,Op100
BSU_02930,yceG,AL009126.3,BSU02930,314883,316496,+,putative toxic compound adaptation protein (tellurite resistance),Function unknown,O34809,Op100
BSU_02940,yceH,AL009126.3,BSU02940,316512,317603,+,putative reactive oxygen species resistance protein,Inorganic ion transport and metabolism,O34833,Op100
BSU_02950,niaP,AL009126.3,BSU02950,317725,318927,+,niacin permease,Inorganic ion transport and metabolism,O34691,Op5
BSU_02960,yceJ,AL009126.3,BSU02960,319180,320352,-,putative carbohydrate transporter (possibly exporter),Amino acid transport and metabolism,O34724,Op5
BSU_02970,yceK,AL009126.3,BSU02970,320421,320723,-,putative transcriptional regulator (ArsR family),Transcription,O34464,Op101
BSU_02980,opuAA,AL009126.3,BSU02980,321013,322269,+,L-proline betaine and betonicine ABC transporter (ATP-binding protein),Amino acid transport and metabolism,P46920,Op102
BSU_02990,opuAB,AL009126.3,BSU02990,322271,323119,+,L-proline betaine and betonicine ABC transporter (permease),Inorganic ion transport and metabolism,P46921,Op102
BSU_03000,opuAC,AL009126.3,BSU03000,323119,324000,+,L-proline betaine and betonicine ABC transporter ABC transporter (glycine betaine-binding lipoprotein),Amino acid transport and metabolism,P46922,Op102
BSU_03010,amhX,AL009126.3,BSU03010,324038,325189,-,putative amidohydrolase,Function unknown,P54983,Op103
BSU_03020,ycgA,AL009126.3,BSU03020,325339,326772,+,putative branched chain amino acid permease,Function unknown,P55908,Op104
BSU_03030,ycgB,AL009126.3,BSU03030,326888,327469,+,putative integral inner membrane protein of unknown function,No COG annotation,P55909,Op105
BSU_03040,amyE,AL009126.3,BSU03040,327618,329597,+,alpha-amylase,Carbohydrate transport and metabolism,P00691,Op106
BSU_03050,lctE,AL009126.3,BSU03050,329774,330739,+,L-lactate dehydrogenase,Energy production and conversion,P13714,Op107
BSU_03060,lctP,AL009126.3,BSU03060,330771,332396,+,L-lactate permease,Energy production and conversion,P55910,Op107
BSU_03070,mdr,AL009126.3,BSU03070,332441,333979,-,multidrug-efflux transporter,Amino acid transport and metabolism,P96712,Op108
BSU_03080,ycgE,AL009126.3,BSU03080,334092,334556,+,putative transcriptional regulator,Transcription,O31472,Op5
BSU_03090,ycgF,AL009126.3,BSU03090,334630,335259,+,putative aminoacid export permease,Amino acid transport and metabolism,P94381,Op109
BSU_03100,ycgG,AL009126.3,BSU03100,335329,336090,+,conserved protein of unknown function (similar to phage protein),Function unknown,P94382,Op109
BSU_03110,ycgH,AL009126.3,BSU03110,336092,337432,-,putative amino acid transporter,Amino acid transport and metabolism,P94383,Op110
BSU_03120,ycgI,AL009126.3,BSU03120,337562,338158,+,xenotiotic metabolite methyltransferase,Function unknown,O31473,Op111
BSU_03130,nadE,AL009126.3,BSU03130,338288,339106,+,ammonium-dependent NAD+ synthetase,Coenzyme transport and metabolism,P08164,Op112
BSU_03140,tmrB,AL009126.3,BSU03140,339156,339749,-,ATP-binding tunicamycin resistance protein,Function unknown,P12921,Op113
BSU_03150,aroK,AL009126.3,BSU03150,340025,340585,+,shikimate kinase,Nucleotide transport and metabolism,P37944,Op114
BSU_03160,ycgJ,AL009126.3,BSU03160,340613,341374,-,xenotiotic metabolite methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",O31474,Op115
BSU_03170,ycgK,AL009126.3,BSU03170,341492,342466,+,putative transcriptional regulator (LysR family),Transcription,P94387,Op5
BSU_03180,cah,AL009126.3,BSU03180,342538,343494,+,promiscuous acetyl xylan esterase-cephalosporin C deacetylase,"Secondary metabolites biosynthesis, transport, and catabolism",P94388,Op116
BSU_03190,ycgL,AL009126.3,BSU03190,343578,344360,+,conserved protein of unknown function,Function unknown,P94389,Op5
BSU_03200,putB,AL009126.3,BSU03200,344551,345462,+,proline oxidase,Amino acid transport and metabolism,P94390,Op117
